Date,Open,High,Low,Close,Volume,Returns,Range,Bench_C_Rets,RSI,RSI_Ret,MA_12,MA_21,DOW,Rolling_Rets,Average_Range,Returns_T1,Range_T1,RSI_Ret_T1,Returns_T2,Range_T2,RSI_Ret_T2
2018-01-31 00:00:00+00:00,-0.10600697191773856,-0.08185939666312936,-0.02578468627582431,10221.099609375,-0.06907957052472846,0.011359232053877344,0.06179336597257823,-0.24515953591371575,33.630607640448915,1.0345912399912267,11245.008463541666,11906.66196986607,2,-0.225820603452642,0.11126687801271587,-0.10535219581320587,0.12664155509708075,0.8369119865153687,-0.041565158037780714,0.06229420726846846,0.9255129418222076
2018-02-01 00:00:00+00:00,0.012771770135188598,-0.008938873408650627,-0.09871107676148749,9170.5400390625,0.23855267277331715,-0.1027834196380305,0.16755249327471033,-0.3248316376763669,28.887694885417133,0.8589703520751351,10934.286783854166,11704.982933407739,3,-0.4256150791720822,0.11107593210324616,0.011359232053877344,0.06179336597257823,1.0345912399912267,-0.10535219581320587,0.12664155509708075,0.8369119865153687
2018-02-02 00:00:00+00:00,-0.10696370645984277,-0.1114337486406971,-0.11526982886873838,8830.75,0.27787809903313576,-0.037052347802326024,0.1726148559936449,-0.3482748652581463,27.53508817818735,0.9531770633622763,10703.507649739584,11459.751999627977,4,-0.4772782222789611,0.115194363003827,-0.1027834196380305,0.16755249327471033,0.8589703520751351,0.011359232053877344,0.06179336597257823,1.0345912399912267
2018-02-03 00:00:00+00:00,-0.0317382696189098,0.03155336720540447,0.05837750510233097,9174.91015625,-0.42925690903723523,0.03897292486481896,0.1428954199271002,-0.3228169242543507,31.056266939757165,1.1278796980341326,10557.133463541666,11212.833426339286,5,-0.4645009552861572,0.11716297171701504,-0.037052347802326024,0.1726148559936449,0.9531770633622763,-0.1027834196380305,0.16755249327471033,0.8589703520751351
2018-02-04 00:00:00+00:00,0.03655396377831899,-0.010166729349468495,-0.02671104631435861,8277.009765625,-0.026190219417794647,-0.09786476110758924,0.16232276882836194,-0.3895668026880156,27.325631839633488,0.8798749667060645,10341.184244791666,10951.167224702382,6,-0.6796986425547619,0.11708702330341718,0.03897292486481896,0.1428954199271002,1.1278796980341326,-0.037052347802326024,0.1726148559936449,0.9531770633622763
2018-02-05 00:00:00+00:00,-0.09864752955991418,-0.10391470489251542,-0.15869818096966437,6955.27001953125,0.3126775402776889,-0.15968807377551097,0.2380103284647188,-0.4799302621313576,22.954416080682932,0.8400323994481078,9974.173380533854,10624.284853980655,0,-0.8449806805862756,0.12313617279946901,-0.09786476110758924,0.16232276882836194,0.8798749667060645,0.03897292486481896,0.1428954199271002,1.1278796980341326
2018-02-06 00:00:00+00:00,-0.14736523048144934,-0.06146437445800623,-0.10484740904202083,7754.0,0.5077396983964781,0.11483809805022926,0.29800975810126173,-0.4200950125720564,30.21895748835709,1.3164768549171488,9682.056681315104,10446.356282552084,1,-0.6702692219709183,0.12997865119280794,-0.15968807377551097,0.2380103284647188,0.8400323994481078,-0.09786476110758924,0.16232276882836194,0.8798749667060645
2018-02-07 00:00:00+00:00,0.09979653765022856,0.08386642463345173,0.19650780877376595,7621.2998046875,-0.34504208700028083,-0.01711377293171268,0.17581279899407232,-0.4287808836739092,29.717619368680104,0.9834098141913021,9386.214965820312,10276.48486328125,2,-0.6080328449417051,0.1303734543050488,0.11483809805022926,0.29800975810126173,1.3164768549171488,-0.15968807377551097,0.2380103284647188,0.8400323994481078
2018-02-08 00:00:00+00:00,-0.015167367573022283,0.005836001372150568,0.05542095626014687,8265.58984375,0.01935489634954979,0.08453807822469184,0.12057168951161201,-0.38002267762361475,35.32764046845085,1.1887776079965289,9121.622436523438,10123.660551525298,3,-0.4856110854262957,0.13191169161674107,-0.01711377293171268,0.17581279899407232,0.9834098141913021,0.11483809805022926,0.29800975810126173,1.3164768549171488
2018-02-09 00:00:00+00:00,0.08300492439205209,0.02082202784516074,0.03231927556604863,8736.98046875,-0.274098495500393,0.057030488314931294,0.10809154833022716,-0.34593271624389654,39.15440202129905,1.1083220249669847,8867.512491861979,9986.973888578868,4,-0.4544722755818801,0.13239327447145474,0.08453807822469184,0.12057168951161201,1.1887776079965289,-0.01711377293171268,0.17581279899407232,0.9834098141913021
